YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DataValueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,Geolocation,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1
2021,2021,AK,Alaska,BRFSS,Mental Health,Average mentally unhealthy days among adults,Number,Age-adjusted Mean,3.5,3.5,,,2.7,4.5,Race/Ethnicity,"White, non-Hispanic",POINT (-147.72205903599973 64.84507995700051),2,MEN,MEN04,AGEADJMEAN,RACE,WHT
2022,2022,NJ,New Jersey,BRFSS,Immunization,Influenza vaccination among adults,%,Crude Prevalence,53.9,53.9,,,47.5,60.1,Race/Ethnicity,"Asian, non-Hispanic",POINT (-74.27369128799967 40.13057004800049),34,IMM,IMM01,CRDPREV,RACE,ASN
2019,2019,MT,Montana,BRFSS,Social Determinants of Health,Routine checkup within the past year among adults,%,Crude Prevalence,72.6,72.6,,,71.2,74.1,Race/Ethnicity,"White, non-Hispanic",POINT (-109.42442064499971 47.06652897200047),30,SDOH,SDH12,CRDPREV,RACE,WHT
2019,2019,WI,Wisconsin,NVSS,Alcohol,"Chronic liver disease mortality among all people, underlying cause",Number,Number,271.0,271.0,,,,,Sex,Female,POINT (-89.81637074199966 44.39319117400049),55,ALC,ALC09,NMBR,SEX,SEXF
2020,2021,AR,Arkansas,NSCH,Oral Health,Visited dentist or other oral health care provider in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,77.4,77.4,,,74.0,80.5,Race/Ethnicity,"White, non-Hispanic",POINT (-92.27449074299966 34.74865012400045),5,ORH,ORH04,CRDPREV,RACE,WHT
2019,2019,TN,Tennessee,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,11.04,11.04,,,10.65,11.44,Sex,Male,POINT (-85.77449091399967 35.68094058000048),47,COPD,COPD04,AGEADJRATE,SEX,SEXM
2022,2022,IA,Iowa,BRFSS,Health Status,Average recent physically unhealthy days among adults,Number,Crude Mean,3.7,3.7,,,3.5,3.9,Overall,Overall,POINT (-93.81649055599968 42.46940091300047),19,HEA,HEA02,CRDMEAN,OVERALL,OVR
2019,2019,DC,District of Columbia,BRFSS,Health Status,Frequent physical distress among adults,%,Crude Prevalence,12.9,12.9,,,10.6,15.5,Race/Ethnicity,"Black, non-Hispanic",POINT (-77.036871 38.907192),11,HEA,HEA03,CRDPREV,RACE,BLK
2020,2020,TX,Texas,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Number,Number,24703.0,24703.0,,,,,Age,Age >=65,POINT (-99.42677020599967 31.827240407000488),48,DIA,DIA03,NMBR,AGE,AGE65P
2022,2022,SD,South Dakota,BRFSS,Oral Health,Visited dentist or dental clinic in the past year among adults,%,Crude Prevalence,69.8,69.8,,,64.6,74.6,Age,Age 18-44,POINT (-100.3735306369997 44.353130053000484),46,ORH,ORH06,CRDPREV,AGE,AGE1844
2020,2020,DC,District of Columbia,BRFSS,Disability,Adults with any disability,%,Crude Prevalence,15.1,15.1,,,12.6,17.9,Age,Age 18-44,POINT (-77.036871 38.907192),11,DIS,DIS01,CRDPREV,AGE,AGE1844
2022,2022,OK,Oklahoma,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,61.9,61.9,,,52.4,70.6,Race/Ethnicity,"White, non-Hispanic",POINT (-97.52107021399968 35.47203135600046),40,CAN,CAN09,CRDPREV,RACE,WHT
2019,2019,WA,Washington,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults,%,Age-adjusted Prevalence,12.1,12.1,,,9.0,16.1,Race/Ethnicity,"Asian, non-Hispanic",POINT (-120.47001078999972 47.52227862900048),53,NPAW,NPW14,AGEADJPREV,RACE,ASN
2021,2022,TN,Tennessee,BRFSS,Cognitive Health and Caregiving,Subjective cognitive decline among adults aged 45 years and older,%,Age-adjusted Prevalence,16.9,16.9,,,14.9,19.1,Overall,Overall,POINT (-85.77449091399967 35.68094058000048),47,CHC,CHC01,AGEADJPREV,OVERALL,OVR
2019,2019,MA,Massachusetts,BRFSS,"Nutrition, Physical Activity, and Weight Status","Met aerobic physical activity guideline for substantial health benefits, adults",%,Crude Prevalence,53.5,53.5,,,52.0,55.0,Overall,Overall,POINT (-72.08269067499964 42.27687047000046),25,NPAW,NPW09,CRDPREV,OVERALL,OVR
2021,2022,VA,Virginia,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,%,Crude Prevalence,14.3,14.3,,,8.6,23.0,Race/Ethnicity,"Asian, non-Hispanic",POINT (-78.45789046299967 37.54268067400045),51,CHC,CHC04,CRDPREV,RACE,ASN
2019,2019,LA,Louisiana,ACS,Social Determinants of Health,Unemployment rate among people 16 years and older in the labor force,%,Crude Prevalence,5.4,5.4,,,4.9,5.9,Overall,Overall,POINT (-92.44568007099969 31.31266064400046),22,SDOH,SDH08,CRDPREV,OVERALL,OVR
2021,2021,TX,Texas,BRFSS,Immunization,Influenza vaccination among adults,%,Crude Prevalence,39.6,39.6,,,36.8,42.5,Age,Age 45-64,POINT (-99.42677020599967 31.827240407000488),48,IMM,IMM01,CRDPREV,AGE,AGE4564
2020,2020,KY,Kentucky,BRFSS,Mental Health,Average mentally unhealthy days among adults,Number,Age-adjusted Mean,2.2,2.2,,,1.5,3.2,Sex,Male,POINT (-84.77497104799966 37.645970271000465),21,MEN,MEN04,AGEADJMEAN,SEX,SEXM
2021,2021,NC,North Carolina,BRFSS,Chronic Obstructive Pulmonary Disease,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,8.7,8.7,,,6.6,11.3,Race/Ethnicity,"Black, non-Hispanic",POINT (-79.15925046299964 35.466220975000454),37,COPD,COPD01,CRDPREV,RACE,BLK
2022,2022,CA,California,BRFSS,Oral Health,Six or more teeth lost among adults aged 65 years and older,%,Age-adjusted Prevalence,44.0,44.0,,,32.0,56.8,Race/Ethnicity,"Black, non-Hispanic",POINT (-120.99999953799971 37.63864012300047),6,ORH,ORH02,AGEADJPREV,RACE,BLK
2020,2020,FL,Florida,BRFSS,Alcohol,Binge drinking intensity among adults who binge drink,Number,Crude 75th percentile,5.4,5.4,,,4.9,5.9,Sex,Female,POINT (-81.92896053899966 28.932040377000476),12,ALC,ALC05,CRD75TH,SEX,SEXF
2019,2019,US,United States,BRFSS,Alcohol,Binge drinking prevalence among adults,%,Crude Prevalence,17.4,17.4,,,17.1,17.7,Race/Ethnicity,"White, non-Hispanic",,59,ALC,ALC06,CRDPREV,RACE,WHT
2021,2021,NH,New Hampshire,BRFSS,Health Status,2 or more chronic conditions among adults,%,Crude Prevalence,21.2,21.2,,,19.1,23.5,Age,Age 45-64,POINT (-71.50036091999965 43.65595011300047),33,HEA,HEA05,CRDPREV,AGE,AGE4564
2020,2020,KS,Kansas,BRFSS,Disability,Adults with any disability,%,Crude Prevalence,32.8,32.8,,,22.3,45.3,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",POINT (-98.20078122699965 38.34774030000045),20,DIS,DIS01,CRDPREV,RACE,AIAN
2020,2020,IN,Indiana,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,6.31,6.31,,,6.11,6.5,Overall,Overall,POINT (-86.14996019399968 39.766910452000445),18,COPD,COPD04,AGEADJRATE,OVERALL,OVR
2021,2021,HI,Hawaii,BRFSS,Arthritis,Activity limitation due to arthritis among adults with arthritis,%,Crude Prevalence,7.6,7.6,,,5.9,9.8,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,ART,ART02,CRDPREV,RACE,MRC
2022,2022,WV,West Virginia,BRFSS,Asthma,Current asthma among adults,%,Crude Prevalence,11.1,11.1,,,9.6,12.8,Age,Age >=65,POINT (-80.71264013499967 38.66551020200046),54,AST,AST02,CRDPREV,AGE,AGE65P
2022,2022,WA,Washington,BRFSS,Oral Health,No teeth lost among adults aged 18-64 years,%,Crude Prevalence,70.5,70.5,,,69.2,71.7,Sex,Female,POINT (-120.47001078999972 47.52227862900048),53,ORH,ORH01,CRDPREV,SEX,SEXF
2021,2021,WI,Wisconsin,BRFSS,"Nutrition, Physical Activity, and Weight Status",Consumed vegetables less than one time daily among adults,%,Crude Prevalence,20.1,20.1,,,18.6,21.7,Overall,Overall,POINT (-89.81637074199966 44.39319117400049),55,NPAW,NPW04,CRDPREV,OVERALL,OVR
2019,2019,MN,Minnesota,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Age-adjusted Prevalence,12.4,12.4,,,11.5,13.3,Sex,Female,POINT (-94.79420050299967 46.35564873600049),27,HEA,HEA01,AGEADJPREV,SEX,SEXF
2021,2021,NM,New Mexico,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,28.59,28.59,,,24.83,32.36,Race/Ethnicity,Hispanic,POINT (-106.24058098499967 34.52088095200048),35,CVD,CVD06,AGEADJRATE,RACE,HIS
2019,2019,MA,Massachusetts,BRFSS,Alcohol,Binge drinking intensity among adults who binge drink,Number,Crude 75th percentile,7.0,7.0,,,6.6,7.4,Overall,Overall,POINT (-72.08269067499964 42.27687047000046),25,ALC,ALC05,CRD75TH,OVERALL,OVR
2022,2022,MA,Massachusetts,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults,%,Crude Prevalence,18.6,18.6,,,17.4,19.9,Race/Ethnicity,"White, non-Hispanic",POINT (-72.08269067499964 42.27687047000046),25,NPAW,NPW06,CRDPREV,RACE,WHT
2019,2019,VA,Virginia,ACS,Social Determinants of Health,High school completion among adults aged 18-24,%,Crude Prevalence,94.0,94.0,,,90.6,96.2,Race/Ethnicity,"Asian, non-Hispanic",POINT (-78.45789046299967 37.54268067400045),51,SDOH,SDH02,CRDPREV,RACE,ASN
2021,2021,NH,New Hampshire,BRFSS,Mental Health,Depression among adults,%,Crude Prevalence,29.5,29.5,,,27.3,31.8,Sex,Female,POINT (-71.50036091999965 43.65595011300047),33,MEN,MEN02,CRDPREV,SEX,SEXF
2021,2021,NE,Nebraska,BRFSS,Arthritis,Activity limitation due to arthritis among adults with arthritis,%,Age-adjusted Prevalence,8.4,8.4,,,7.8,9.1,Race/Ethnicity,"White, non-Hispanic",POINT (-99.36572062299967 41.6410409880005),31,ART,ART02,AGEADJPREV,RACE,WHT
2021,2021,NY,New York,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,207.8,207.8,,,202.7,212.8,Race/Ethnicity,"Black, non-Hispanic",POINT (-75.54397042699964 42.82700103200045),36,CVD,CVD09,AGEADJRATE,RACE,BLK
2021,2021,NM,New Mexico,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude Prevalence,77.2,77.2,,,69.1,83.8,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",POINT (-106.24058098499967 34.52088095200048),35,CVD,CVD02,CRDPREV,RACE,AIAN
2021,2021,MT,Montana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Consumed fruit less than one time daily among adults,%,Crude Prevalence,42.4,42.4,,,39.6,45.4,Age,Age 18-44,POINT (-109.42442064499971 47.06652897200047),30,NPAW,NPW02,CRDPREV,AGE,AGE1844
2019,2019,MA,Massachusetts,BRFSS,Immunization,Influenza vaccination among adults,%,Crude Prevalence,50.5,50.5,,,49.0,52.0,Overall,Overall,POINT (-72.08269067499964 42.27687047000046),25,IMM,IMM01,CRDPREV,OVERALL,OVR
2019,2019,ND,North Dakota,PRAMS,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,%,Crude Prevalence,9.1,9.1,,,6.8,12.1,Overall,Overall,POINT (-100.11842104899966 47.47531977900047),38,TOB,TOB05,CRDPREV,OVERALL,OVR
2021,2021,GA,Georgia,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude Prevalence,85.2,85.2,,,82.6,87.5,Sex,Female,POINT (-83.62758034599966 32.83968109300048),13,CVD,CVD02,CRDPREV,SEX,SEXF
2019,2019,MN,Minnesota,BRFSS,Immunization,Influenza vaccination among adults,%,Age-adjusted Prevalence,37.9,37.9,,,30.3,46.2,Race/Ethnicity,"Asian, non-Hispanic",POINT (-94.79420050299967 46.35564873600049),27,IMM,IMM01,AGEADJPREV,RACE,ASN
2019,2019,GU,Guam,BRFSS,Arthritis,Physical inactivity among adults with arthritis,%,Crude Prevalence,31.2,31.2,,,17.7,48.9,Race/Ethnicity,"White, non-Hispanic",POINT (144.793731 13.444304),66,ART,ART05,CRDPREV,RACE,WHT
2021,2021,NY,New York,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause","cases per 100,000",Crude Rate,417.4,417.4,,,410.6,424.2,Age,Age >=65,POINT (-75.54397042699964 42.82700103200045),36,DIA,DIA03,CRDRATE,AGE,AGE65P
2020,2020,NY,New York,BRFSS,Alcohol,Binge drinking frequency among adults who binge drink,Number,Crude 75th percentile,4.5,4.5,,,4.0,4.9,Race/Ethnicity,"White, non-Hispanic",POINT (-75.54397042699964 42.82700103200045),36,ALC,ALC04,CRD75TH,RACE,WHT
2020,2020,KS,Kansas,BRFSS,Alcohol,Binge drinking prevalence among adults,%,Age-adjusted Prevalence,17.8,17.8,,,12.2,25.2,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-98.20078122699965 38.34774030000045),20,ALC,ALC06,AGEADJPREV,RACE,MRC
2019,2019,OH,Ohio,BRFSS,Immunization,Pneumococcal vaccination among adults aged 18â€“64 years who are at increased risk,%,Age-adjusted Prevalence,32.6,32.6,,,18.6,50.5,Race/Ethnicity,Hispanic,POINT (-82.40426005599966 40.06021014100048),39,IMM,IMM03,AGEADJPREV,RACE,HIS
2020,2020,MO,Missouri,BRFSS,Alcohol,Binge drinking prevalence among adults,%,Crude Prevalence,4.6,4.6,,,3.7,5.8,Age,Age >=65,POINT (-92.56630005299968 38.635790776000476),29,ALC,ALC06,CRDPREV,AGE,AGE65P
2022,2022,CT,Connecticut,BRFSS,Oral Health,Six or more teeth lost among adults aged 65 years and older,%,Crude Prevalence,24.1,24.1,,,21.5,26.8,Overall,Overall,POINT (-72.64984095199964 41.56266102000046),9,ORH,ORH02,CRDPREV,OVERALL,OVR
2021,2021,WV,West Virginia,BRFSS,Health Status,Recent activity limitation among adults,Number,Crude Mean,2.7,2.7,,,2.4,3.1,Age,Age 18-44,POINT (-80.71264013499967 38.66551020200046),54,HEA,HEA04,CRDMEAN,AGE,AGE1844
2021,2021,VT,Vermont,ACS,Social Determinants of Health,High school completion among adults aged 18-24,%,Crude Prevalence,91.0,91.0,,,86.1,94.3,Race/Ethnicity,"White, non-Hispanic",POINT (-72.51764079099962 43.62538123900049),50,SDOH,SDH02,CRDPREV,RACE,WHT
2021,2021,MA,Massachusetts,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Number,Number,1942.0,1942.0,,,,,Sex,Male,POINT (-72.08269067499964 42.27687047000046),25,COPD,COPD04,NMBR,SEX,SEXM
2021,2022,OH,Ohio,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,%,Age-adjusted Prevalence,24.6,24.6,,,23.0,26.4,Sex,Female,POINT (-82.40426005599966 40.06021014100048),39,CHC,CHC04,AGEADJPREV,SEX,SEXF
2020,2020,CT,Connecticut,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause",Number,Number,47.0,47.0,,,,,Race/Ethnicity,Hispanic,POINT (-72.64984095199964 41.56266102000046),9,COPD,COPD05,NMBR,RACE,HIS
2022,2022,MD,Maryland,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Crude Prevalence,86.2,86.2,,,79.2,91.1,Race/Ethnicity,"Black, non-Hispanic",POINT (-76.60926011099963 39.29058096400047),24,CAN,CAN09,CRDPREV,RACE,BLK
2020,2020,MO,Missouri,BRFSS,Cancer,Colorectal cancer screening among adults aged 45-75 years,%,Crude Prevalence,70.6,70.6,,,64.3,76.2,Race/Ethnicity,"Black, non-Hispanic",POINT (-92.56630005299968 38.635790776000476),29,CAN,CAN06,CRDPREV,RACE,BLK
2021,2021,WI,Wisconsin,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,210.6,210.6,,,203.1,218.1,Sex,Female,POINT (-89.81637074199966 44.39319117400049),55,COPD,COPD06,AGEADJRATE,SEX,SEXF
2019,2019,HI,Hawaii,BRFSS,Tobacco,Quit attempts in the past year among adult current smokers,%,Age-adjusted Prevalence,57.1,57.1,,,47.7,66.1,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,TOB,TOB06,AGEADJPREV,RACE,MRC
2015,2019,IA,Iowa,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",Number,Number,350.0,350.0,,,,,Overall,Overall,POINT (-93.81649055599968 42.46940091300047),19,CAN,CAN05,NMBR,OVERALL,OVR
2021,2021,CA,California,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Age-adjusted Prevalence,30.7,30.7,,,26.0,35.9,Race/Ethnicity,"Asian, non-Hispanic",POINT (-120.99999953799971 37.63864012300047),6,CVD,CVD03,AGEADJPREV,RACE,ASN
2022,2022,MN,Minnesota,BRFSS,Disability,Adults with any disability,%,Age-adjusted Prevalence,29.3,29.3,,,24.7,34.2,Race/Ethnicity,"Black, non-Hispanic",POINT (-94.79420050299967 46.35564873600049),27,DIS,DIS01,AGEADJPREV,RACE,BLK
2022,2022,CO,Colorado,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude Prevalence,14.0,14.0,,,12.7,15.4,Sex,Female,POINT (-106.13361092099967 38.843840757000464),8,HEA,HEA01,CRDPREV,SEX,SEXF
2020,2020,CO,Colorado,BRFSS,Mental Health,Frequent mental distress among adults,%,Age-adjusted Prevalence,10.8,10.8,,,9.2,12.6,Race/Ethnicity,Hispanic,POINT (-106.13361092099967 38.843840757000464),8,MEN,MEN05,AGEADJPREV,RACE,HIS
2019,2019,IA,Iowa,BRFSS,"Nutrition, Physical Activity, and Weight Status","Met aerobic physical activity guideline for substantial health benefits, adults",%,Age-adjusted Prevalence,33.5,33.5,,,28.5,38.9,Race/Ethnicity,Hispanic,POINT (-93.81649055599968 42.46940091300047),19,NPAW,NPW09,AGEADJPREV,RACE,HIS
2022,2022,MD,Maryland,BRFSS,Arthritis,Arthritis among adults,%,Crude Prevalence,8.1,8.1,,,7.1,9.2,Age,Age 18-44,POINT (-76.60926011099963 39.29058096400047),24,ART,ART01,CRDPREV,AGE,AGE1844
2021,2021,AL,Alabama,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Age-adjusted Prevalence,17.8,17.8,,,16.4,19.3,Overall,Overall,POINT (-86.63186076199969 32.84057112200048),1,HEA,HEA01,AGEADJPREV,OVERALL,OVR
2022,2022,GA,Georgia,BRFSS,Alcohol,Binge drinking frequency among adults who binge drink,Number,Crude 75th percentile,4.5,4.5,,,3.9,5.0,Age,Age 18-44,POINT (-83.62758034599966 32.83968109300048),13,ALC,ALC04,CRD75TH,AGE,AGE1844
2018,2019,SD,South Dakota,NSCH,Oral Health,Visited dentist or other oral health care provider in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,84.1,84.1,,,79.2,88.0,Sex,Female,POINT (-100.3735306369997 44.353130053000484),46,ORH,ORH04,CRDPREV,SEX,SEXF
2020,2020,AZ,Arizona,BRFSS,Immunization,Pneumococcal vaccination among adults aged 65 years and older,%,Crude Prevalence,74.7,74.7,,,72.1,77.1,Race/Ethnicity,"White, non-Hispanic",POINT (-111.76381127699972 34.865970280000454),4,IMM,IMM04,CRDPREV,RACE,WHT
2019,2019,AZ,Arizona,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,47.32,47.32,,,41.16,53.48,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",POINT (-111.76381127699972 34.865970280000454),4,COPD,COPD03,AGEADJRATE,RACE,API
2021,2021,CT,Connecticut,BRFSS,Immunization,Pneumococcal vaccination among adults aged 18â€“64 years who are at increased risk,%,Crude Prevalence,29.0,29.0,,,25.6,32.7,Age,Age 45-64,POINT (-72.64984095199964 41.56266102000046),9,IMM,IMM03,CRDPREV,AGE,AGE4564
2016,2020,MS,Mississippi,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",Number,Number,16782.0,16782.0,,,,,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,CAN,CAN07,NMBR,OVERALL,OVR
2021,2021,NM,New Mexico,BRFSS,Alcohol,Binge drinking frequency among adults who binge drink,Number,Crude 75th percentile,3.7,3.7,,,2.8,4.4,Age,Age 45-64,POINT (-106.24058098499967 34.52088095200048),35,ALC,ALC04,CRD75TH,AGE,AGE4564
2021,2021,ND,North Dakota,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older",Number,Number,328.0,328.0,,,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,COPD,COPD03,NMBR,RACE,AIAN
2022,2022,US,United States,BRFSS,Immunization,Influenza vaccination among adults,%,Crude Prevalence,50.7,50.7,,,48.8,52.6,Race/Ethnicity,"Asian, non-Hispanic",,59,IMM,IMM01,CRDPREV,RACE,ASN
2021,2022,MO,Missouri,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,%,Age-adjusted Prevalence,26.9,26.9,,,19.7,35.5,Race/Ethnicity,Hispanic,POINT (-92.56630005299968 38.635790776000476),29,CHC,CHC04,AGEADJPREV,RACE,HIS
2015,2019,DC,District of Columbia,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause","per 100,000",Age-adjusted Rate,154.5,154.5,,,150.3,158.8,Overall,Overall,POINT (-77.036871 38.907192),11,CAN,CAN08,AGEADJRATE,OVERALL,OVR
